,Webpage
Stewie2K,https://hltv.org/stats/players/8797/Stewie2K?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
Edward,https://hltv.org/stats/players/483/Edward?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
Attacker,https://hltv.org/stats/players/8552/Attacker?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
InfrequeNt,https://hltv.org/stats/players/10587/InfrequeNt?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
disco doplan,https://hltv.org/stats/players/9256/disco%20doplan?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
gla1ve,https://hltv.org/stats/players/7412/gla1ve?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
Lekr0,https://hltv.org/stats/players/9261/Lekr0?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
xseveN,https://hltv.org/stats/players/7248/xseveN?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
chrisJ,https://hltv.org/stats/players/2730/chrisJ?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
felps,https://hltv.org/stats/players/9219/felps?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
STYKO,https://hltv.org/stats/players/6904/STYKO?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
xelos,https://hltv.org/stats/players/5373/xelos?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
Drea3er,https://hltv.org/stats/players/11161/Drea3er?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
Ex6TenZ,https://hltv.org/stats/players/7166/Ex6TenZ?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
v1c7oR,https://hltv.org/stats/players/7834/v1c7oR?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
JW,https://hltv.org/stats/players/3849/JW?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
USTILO,https://hltv.org/stats/players/8771/USTILO?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
SZPERO,https://hltv.org/stats/players/973/SZPERO?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
crisby,https://hltv.org/stats/players/1064/crisby?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
Skadoodle,https://hltv.org/stats/players/7440/Skadoodle?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
NAF,https://hltv.org/stats/players/8520/NAF?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
apEX,https://hltv.org/stats/players/7322/apEX?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
GeT_RiGhT,https://hltv.org/stats/players/39/GeT_RiGhT?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
koosta,https://hltv.org/stats/players/9056/koosta?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
fox,https://hltv.org/stats/players/629/fox?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
tarik,https://hltv.org/stats/players/8523/tarik?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
Liazz,https://hltv.org/stats/players/10588/Liazz?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
Xyp9x,https://hltv.org/stats/players/4954/Xyp9x?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
n0thing,https://hltv.org/stats/players/203/n0thing?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
Happy,https://hltv.org/stats/players/7429/Happy?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
TaZ,https://hltv.org/stats/players/161/TaZ?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
seized,https://hltv.org/stats/players/3347/seized?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
KRIMZ,https://hltv.org/stats/players/7528/KRIMZ?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
mouz,https://hltv.org/stats/players/8323/mouz?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
wenton,https://hltv.org/stats/players/2031/wenton?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
Artill,https://hltv.org/stats/players/10167/Artill?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
Pimp,https://hltv.org/stats/players/7154/Pimp?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
sAw,https://hltv.org/stats/players/7821/sAw?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
kUcheR,https://hltv.org/stats/players/302/kUcheR?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
glace,https://hltv.org/stats/players/1883/glace?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
Argency,https://hltv.org/stats/players/9906/Argency?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
ANGE1,https://hltv.org/stats/players/339/ANGE1?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
NBK-,https://hltv.org/stats/players/7168/NBK-?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
shroud,https://hltv.org/stats/players/8349/shroud?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
LUCAS1,https://hltv.org/stats/players/8566/LUCAS1?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
forget,https://hltv.org/stats/players/2292/forget?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
rindA,https://hltv.org/stats/players/9336/rindA?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
steel,https://hltv.org/stats/players/7382/steel?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
RUBINO,https://hltv.org/stats/players/1485/RUBINO?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
RpK,https://hltv.org/stats/players/7169/RpK?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
NEO,https://hltv.org/stats/players/165/NEO?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
MAJ3R,https://hltv.org/stats/players/150/MAJ3R?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
Furlan,https://hltv.org/stats/players/8327/Furlan?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
markeloff,https://hltv.org/stats/players/338/markeloff?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
SIXER,https://hltv.org/stats/players/147/SIXER?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
Dosia,https://hltv.org/stats/players/735/Dosia?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
nitr0,https://hltv.org/stats/players/7687/nitr0?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
Hiko,https://hltv.org/stats/players/2644/Hiko?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
bondik,https://hltv.org/stats/players/2131/bondik?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
stanislaw,https://hltv.org/stats/players/8507/stanislaw?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
kioShiMa,https://hltv.org/stats/players/4959/kioShiMa?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
TACO,https://hltv.org/stats/players/9217/TACO?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
Sound,https://hltv.org/stats/players/9175/Sound?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
wayLander,https://hltv.org/stats/players/7796/wayLander?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
Friis,https://hltv.org/stats/players/7/Friis?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
pashaBiceps,https://hltv.org/stats/players/317/pashaBiceps?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
Zero,https://hltv.org/stats/players/8413/Zero?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
Relyks,https://hltv.org/stats/players/8517/Relyks?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
QuQu,https://hltv.org/stats/players/4692/QuQu?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
DEVIL,https://hltv.org/stats/players/8569/DEVIL?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
jdm64,https://hltv.org/stats/players/8346/jdm64?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
TENZKI,https://hltv.org/stats/players/5287/TENZKI?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
rallen,https://hltv.org/stats/players/5388/rallen?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
Zeus,https://hltv.org/stats/players/484/Zeus?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
yam,https://hltv.org/stats/players/2555/yam?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
jkaem,https://hltv.org/stats/players/8248/jkaem?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
0i,https://hltv.org/stats/players/11358/0i?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
333ed2k,https://hltv.org/stats/players/10169/333ed2k?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
Xizt,https://hltv.org/stats/players/884/Xizt?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
Pizituh,https://hltv.org/stats/players/4005/Pizituh?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
wizard,https://hltv.org/stats/players/9105/wizard?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
juho,https://hltv.org/stats/players/7775/juho?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
bodyy,https://hltv.org/stats/players/8374/bodyy?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
pyth,https://hltv.org/stats/players/7527/pyth?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
Spiidi,https://hltv.org/stats/players/7499/Spiidi?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
Rita,https://hltv.org/stats/players/912/Rita?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
kzy,https://hltv.org/stats/players/3517/kzy?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
spyleadeR,https://hltv.org/stats/players/3183/spyleadeR?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
tiziaN,https://hltv.org/stats/players/5796/tiziaN?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
SEMPHIS,https://hltv.org/stats/players/1915/SEMPHIS?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
zlynx,https://hltv.org/stats/players/8999/zlynx?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
reltuC,https://hltv.org/stats/players/8137/reltuC?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
friberg,https://hltv.org/stats/players/7148/friberg?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
SHOOWTiME,https://hltv.org/stats/players/9220/SHOOWTiME?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
SmithZz,https://hltv.org/stats/players/7170/SmithZz?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
karrigan,https://hltv.org/stats/players/429/karrigan?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
Snappi,https://hltv.org/stats/players/922/Snappi?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
advent,https://hltv.org/stats/players/8600/advent?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
daps,https://hltv.org/stats/players/8521/daps?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
AcilioN,https://hltv.org/stats/players/8151/AcilioN?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
Maikelele,https://hltv.org/stats/players/1045/Maikelele?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
ryk,https://hltv.org/stats/players/2284/ryk?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
hooch,https://hltv.org/stats/players/499/hooch?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
denis,https://hltv.org/stats/players/7511/denis?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
sonic,https://hltv.org/stats/players/10586/sonic?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
hazed,https://hltv.org/stats/players/8347/hazed?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
Twista,https://hltv.org/stats/players/1964/Twista?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
FugLy,https://hltv.org/stats/players/8522/FugLy?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
Shara,https://hltv.org/stats/players/1866/Shara?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
B1ad3,https://hltv.org/stats/players/472/B1ad3?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
MSL,https://hltv.org/stats/players/7156/MSL?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
nkl,https://hltv.org/stats/players/5327/nkl?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
freakazoid,https://hltv.org/stats/players/7808/freakazoid?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
pronax,https://hltv.org/stats/players/41/pronax?startDate=2016-01-01&endDate=2016-12-31&matchType=Lan
