,Webpage,AgainstTop50
seized,https://hltv.org/stats/players/3347/seized?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
TaZ,https://hltv.org/stats/players/161/TaZ?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
glow,https://hltv.org/stats/players/205/glow?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
Relyks,https://hltv.org/stats/players/8517/Relyks?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
TACO,https://hltv.org/stats/players/9217/TACO?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
Tommy,https://hltv.org/stats/players/11460/Tommy?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
emagine,https://hltv.org/stats/players/8744/emagine?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
karrigan,https://hltv.org/stats/players/429/karrigan?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
tiziaN,https://hltv.org/stats/players/5796/tiziaN?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
MSL,https://hltv.org/stats/players/7156/MSL?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
Dosia,https://hltv.org/stats/players/735/Dosia?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
Snappi,https://hltv.org/stats/players/922/Snappi?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
morelz,https://hltv.org/stats/players/8324/morelz?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
bodyy,https://hltv.org/stats/players/8374/bodyy?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
crush,https://hltv.org/stats/players/9348/crush?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
Xizt,https://hltv.org/stats/players/884/Xizt?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
aliStair,https://hltv.org/stats/players/11139/aliStair?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
S0tF1k,https://hltv.org/stats/players/9081/S0tF1k?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
dimasick,https://hltv.org/stats/players/13780/dimasick?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
STYKO,https://hltv.org/stats/players/6904/STYKO?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
mir,https://hltv.org/stats/players/8789/mir?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
KrizzeN,https://hltv.org/stats/players/12161/KrizzeN?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
balblna,https://hltv.org/stats/players/8294/balblna?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
Zeus,https://hltv.org/stats/players/484/Zeus?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
DickStacy,https://hltv.org/stats/players/12876/DickStacy?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
tecek,https://hltv.org/stats/players/8256/tecek?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
hutji,https://hltv.org/stats/players/8790/hutji?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
kRYSTAL,https://hltv.org/stats/players/7218/kRYSTAL?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
NEO,https://hltv.org/stats/players/165/NEO?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
captainMo,https://hltv.org/stats/players/5187/captainMo?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
gob b,https://hltv.org/stats/players/136/gob%20b?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
daps,https://hltv.org/stats/players/8521/daps?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
ngiN,https://hltv.org/stats/players/9857/ngiN?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
DeadFox,https://hltv.org/stats/players/8716/DeadFox?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
LOVEYY,https://hltv.org/stats/players/8957/LOVEYY?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
Golden,https://hltv.org/stats/players/11110/Golden?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
torben,https://hltv.org/stats/players/10993/torben?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
SmithZz,https://hltv.org/stats/players/7170/SmithZz?startDate=2018-01-01&endDate=2018-12-31&matchType=Lan,True
